title,author,rating,description,genre
내향남녀,나,9.97,"MBTI IIIIII!!!!! 
극 I 의 내향형 인간들이 만났다!
사이다 없이는 목이 메어 볼 수 없는 쌍방오해 트라우마 극복 연애기

학교에서 존재감 없기로 둘째가라면 서러울 남자유(여, 17세, 친구 0명)에게
학교에서 인기로는 둘째가라면 서러울 여자혁(남, 17세, 친구 N명)이 어느날 말을 걸었다.

자신에게 다가와주는 자혁과 친해지고 싶은 마음과 그렇지 못한 얼굴을 한 자유.
오해만 안겨주게 되는데... 

과연 자유와 자혁은 이 난관을 극복하고 서로에게 다가가는데 성공할 수 있을까?!",로맨스
게임 속 바바리안으로 살아남기,한태수 / MIDNIGHT STUDIO / 정윤강,9.95,"지금껏 아무도 클리어하지 못한 게임 [던전 앤 스톤]을 9년간 플레이한 끝에 최종 보스 스테이지에 도달한 이한수.
그러나 보스 방에 입장함과 동시에, 튜토리얼 완료라는 멘트와 함께 [던전 앤 스톤] 속 바바리안 '비요른 얀델'에 빙의하게 된다.

도시에서 부과하는 막대한 세금을 내지 못하면 '하층민'으로 사형당한다.
빙의한 사실을 들키면 '악령'이라고 판단되어 살해당한다.
살아남을 수 있는 유일한 길은 미궁에 들어가 목숨을 걸고 싸우는 것뿐.

9년간 쌓아온 공략법과 무식하게 강한 바바리안의 육체로, 반드시 이 게임에서 살아남겠다!",판타지
룸비니,"박만사, 약수 / 약수",9.6,"모종의 목적을 가진 신흥종교 ‘일각교’와 그들이 운영하는 교육시설 ‘룸비니’.
룸비니의 아이들은 '룸비니'를 낙원이라 부른다.
믿기 힘든 일들이 벌어지는 낙원 '룸비니'와
그곳에 떨어진 주인공 '영도'가 겪는 충격적 오컬트 스릴러.",스릴러
흔한햄,잇선,9.95,"여기, 햄의 전부가 있다. 햄의 눈물, 햄의 좌절, 햄의 기쁨, 햄의 분노, 햄의 절규, 햄의 같은 실수 반복, 햄의 무기력, 햄의 우울, 햄의 친구 관계, 햄의 감정기복, 햄의 발전, 햄의 추락, 햄의 기상, 햄의 도전, 햄의 절망, 햄의 방황, 그래도 살아가는 햄의 인생.",일상
네이처맨,이윤창,9.96,"90년대 최고의 인기를 누렸던 전대 특촬물 '네이처맨'. 
30년이 지난 지금, 누군가 네이처맨 배우들의 목숨을 노리고 있다.
다시 모인 네이처맨, 30년 전 그때처럼 다시 하나 되어 악에 맞서 싸워라!",개그
사형집행관,이제환 / 박범진,9.84,"히어로 시절에 죽이지 못하고 감옥에 수감시켜 놓았던 빌런들.
이제는 교도관이 되어 자신의 손으로 사형을 집행한다.",액션
첫날밤을 보낸 그 악녀를 찾습니다,은라겸 / 풀모,9.95,"소설 <파란만장 레오니>의 악녀 '리베라타'에 빙의해서
교수대에서 사형 당하기만 벌써 스무 번째!
반복되는 회귀에 지쳐서 될 대로 되라는 마음으로 술에 취했을 뿐인데,
왜 내 옆에 대공님이 누워 있지?
 

""걱정 마, 그대가 죽도록 내버려 두지 않을 테니까.""
그런데…
""스무 번째 삶에서 모든 것을 제자리로 돌려놓지 않으면,
여기 이 세계는 모두 소멸되고 말 것이야.""
점술가는 알 수 없는 불길한 예언을 남긴다.",로맨스
VS,"한큰빛, 박만사 / 한큰빛",9.85,"<극야>, <폰투스:극야2> 한큰빛 작가 신작!
과거 법보다 주먹이 가까웠던 시대,
그 시절 시장은 강자만이 살아남는 전쟁터였다.
노량진VS마장동, 시장 상인회들의 대를 이은
끝장나는 혈투가 지금 시작된다.",액션
기자매,범배,9.97,"으스스한 저택엔, 기자매가 산다.
'이번주도 모여주어서 이 언니는 기쁘단다.'
매주 목요일에 열리는 가족회의에서 언니들은 충격적인 소식을 듣는다.
막내에게 남자가 생겼다고? 기가 조금 쎈 언니들과 로맨스 폭주기관차 막내의 시트콤이 시작된다!",개그
개구리 인간,장혁준,9.8,"7년 전, 개구리의 모습을 한 ""개구리족""들이 대한민국에 나타난다.
그들을 향한 적개심, 혐오가 만연한 사회 속에 주인공 “이정우”는
자신의 와이프 그리고 딸과 함께 행복한 가정을 유지하는 것이 목표이다.
그러던 어느날 옆 집으로 한 개구리족이 이사를 오면서 끔찍한 일들이 벌어진다.",스릴러
시한부 천재 암흑기사,정선율 / 나기,9.72,"극악의 난이도로 악명이 자자한 판타지 RPG ‘이너 루나틱’.
어린 나이, 시한부 판정을 받은 유찬에게 이 게임은 자신의 전부였으며 이제는 잔인한 현실이 되었다.
지금부터 유찬은 시한부이자, 작중 1부 최대 악역 녹스 폰 리인하버로서 이 세계에서 살아남아야 한다.
과연 무사히 그는 이야기의 엔딩에 도달할 수 있을까?",판타지
일립예고 학생들,백본,9.97,"보이는 건 뭐든 똑같이 그릴 수 있는 인간 복사기 한솔! 
어느 날 VR 게임에서 만난 미스터리한 천재의 그림을 보고 자극을 받는다. 
더 넓은 세계의 그림이 궁금해진 한솔은 한적한 시골 마을을 떠나 그림을 배우기 위해 예술계 최고 명문 고등학교인 일립예고 입시에 도전한다. 
우여곡절 끝에 들어간 학교에선 친구들의 복잡한 사정에 계속해서 휘말리게 되는데... 
그림같이 아름다운 일립예고에서 펼쳐지는 한솔과 친구들의 청춘 성장 드라마!",드라마
오만의 시대,팀 코모도 / 한솔 / 레몬개구리,9.97,"28년간의 전쟁을 승리로 이끈 페르바즈의 영주, '아샤 페르바즈'.
긴 전쟁으로 황폐해진 페르바즈를 위해
아샤는 황제가 약속한 승전 보상을 받으러 황실로 향한다. 

하지만 돌아온 보상은 고작 <결혼 상대 선택권>.

최선의 선택으로 얼마 전 황태자 위를 박탈당한 1황자, '칼라일 헤이븐 공작'을 지목한 아샤.
거절하면 황제에게 위자료를 지급받을 생각이었으나…

""페르바즈 변경백. 그대의 청혼을 받아들이겠다.""

예상과 다르게 칼라일 공작은 아샤의 선택을 받아들였다.
페르바즈에 대한 엄청난 지원까지 약속하면서…!",로맨스
꽃만 키우는데 너무 강함,주현후 / 쿰타타,9.97,"험악한 겉모습과 달리 꽃집을 차리는 게 꿈인 순정남 황재호. 자신의 꿈을 이루기 위해 게임을 시작하게 되고, 게임 속에서 꽃집을 운영하기 위한 재호의 긴 여정이 시작된다. 꽃을 사랑한 근육남의 친환경 판타지 액션 활극!",판타지
흑막 여주가 날 새엄마로 만들려고 해,이산시 / 하리힌 / 목감기,9.97,"친구들과 장난삼아 쓴 '피폐 소설' 속에 시민 1로 빙의했다. 
그리고 저세상급 딸바보력을 자랑하는 여주인공의 아버지 헨스톤 공작에게 정체를 들켜버렸다. 문제는......
“그럼 내 딸이 피폐 소설에서 어떻게 되는 거지?” 
""......뭐? 남주가 열 명?""
행복하지 못한 딸의 미래를 바꾸기 위해 독립전쟁도 불사하겠다니. 이대로 두었다간 여러 목숨이 위험하다. 
""제가 여주님을 지켜드리겠어요!"" 그렇게 딸바보 공작님과의 동거가 시작됐다. 그런데 쪼그만 여주님이 어쩐지 좀 이상하다. 왜 자꾸 네 아빠랑 날 엮는 건데?",로맨스
서울밤피어,송지형,9.93,"시체 구덩이에서 눈을 뜨는 재이.
운명적으로 만난 반과 피의 계약을 맺고 밤피어의 신부가 된다.
재이는 잃어버린 기억 속 자신의 연인을 찾아 지켜내기 위해
반은 원수 제이콥을 찾기 위해
다른 목적의 두 사람이 운명의 한배를 타고 서울로 향한다.",판타지
미리보기,미티 / 꿀찬,9.81,"겁 많은 학생 천선우에게
 미래를 보는 능력이 생긴다
 운명을 피할 수 없다면
 그 운명에 맞서라",액션
썩은 핑크의 법칙,힙합신선,9.97,"머리는 좋지만 나사 하나 빠져 있는 신입생 '배금주'는
'장한울'을 보고 동아리 가입을 결심한다.
하지만 한울이와 가까워질수록 과거의 그림자는 금주의 감정이 앞으로 나아가는 것을 붙잡기 시작하는데...
순애보단 소유를, 설렘보다는 절대적인 확신을 추구하는 금주가 정말 원하는 건 무엇일까?
'힙합신선'이 선보이는 달달한 매운 맛. (배 아플 정도는 아님!)",드라마
SPT - 박쥐의 시간,김보통 / 본인,9.91,"DP로 군생활을 마치고 전역을 한 안준호가 이번엔 대테러부대 부사관으로 군입대를 한다. 같은 시각 103사단에서는 의문의 연속자살 사건이 발생하고, 수사관 박범구는 이 사건을 파고들어 간다.",액션
삼이는 재생한다,강은영,9.95,"모든 게 완벽했던 인생에서 제발로 뛰쳐나와 극한의 가난한 생활을 하던 '오삼이'는 
차가운 외모지만 마음만은 따뜻한 '김표준'과 그런 표준을 남몰래 좋아하는 '유찬'과 가까워지며
묘한 삼각관계로 뒤범벅된 학교생활을 하게 된다.",로맨스
부부의 의무를 원하신다면,"핀쿠, 굴닭 / 은꽃 / 아소나",9.81,"""당신을 부인으로 맞이하긴 했지만, 침실을 공유할 생각은 없어.""
바샬족 카리스마 공주와 제국의 검이 만났다!
동맹을 위해 맺어진 두 사람의 신혼은 전쟁 그 자체.
용감하고, 아름답지만 '연애'만은 초짜인 기센 부부의 간질간질하고 쫄깃한 상극 로맨스가 펼쳐진다!",로맨스
검은 인어,또각,9.95,"학교 폭력으로 인한 극심한 트라우마로 삶의 의미를 잃어버린 슬비.
그리고 그런 슬비를 아끼게 된 식인 인어 해온.
서로에 대한 감정이 단순한 우정 이상으로 커져가며, 둘은 가해자들에게 핏빛 복수를 실행한다.",드라마
히든클래스 중력자로 최강을 노린다,네코코 / 치쿠와,8.47,"일본 네이버 웹툰(라인망가) 소년/판타지 부문 TOP10! 
""S급 헌터인 나였기에 중력자야말로 최강 클래스라는 걸 알고 있다.""
몬스터가 습격해 오는 현대 사회. 도적 클래스를 보유하고 있던 이코마는 능력 제한으로 인해 남들보다 뒤처지게 되었다.
하지만 흉악한 드래곤으로부터 레어 아이템을 훔쳐 과거로 돌아가는 데에 성공한다.
""이번에야말로...최강 헌터가 되어 주겠어!"" 역사를 바꾸는 새로운 영웅의 활약이 지금 시작된다!",판타지
"이러면 안 돼요, 전하!",안진애 / 우라노스 / 최아리,9.96,"황태자를 살리기 위해 회귀를 거듭하게 된 제국 최강의 기사, 로제타. 
거듭되는 회귀에도 실패가 계속되자 이번 생에는 호위기사가 아닌 하녀로 입궁하여 황태자를 곁에서 지키기로 한다. 
하녀가 되어 곁에서 살갑게 모셔서 그런 건지... 까칠하기만 하던 전하가 왠지 다정하게 변한 것 같은데?!",로맨스
돈내놔,은류 / 도늑,9.07,"특수부대에서 강제 전역을 당한 후 평범한 삶을 살아가던 주혁은
안경을 통해 갑작스럽고 이상한 미션들을 받게 된다.
될 대로 되라는 심정으로 해당 미션을 수행했더니...
돈이 미친 듯이 복사되기 시작한다…?!!
돈맛을 본 주혁은 본격적으로 게임에 참여해 압도적인 피지컬을 바탕으로 돈과 목숨을 저울질하는 게임 속 참가자들을 압도하는 이레귤러가 되어간다!!",액션
당신의 그림자를 그만두었을 때,봉이 / 유성 / Rana,9.97,"이네스의 전부였던 남편, 라이언.
이네스는 자신의 그림으로 라이언을 <신의 손을 가진 화가>로 만들었고
평생 라이언의 그림자로 살아왔지만 그래도 행복했다.
아니, 행복했었다.
라이언이 불륜을 저지르는 것도 모자라 자신을 죽음에 이르게 하기 전까진.
후회만 가득한 삶이 끝나갈 때, 과거로 돌아왔다.
이네스에게 모든 것을 되찾을 기회가 온 것이다.",로맨스
이세계 탈출,김준형,9.33,"평범한 일상을 살아가던 새내기 대학생 김서준. 그에게 이세계 판타지 세상에 가게 되는 마치 웹툰이나 웹소설 같은 일이 일어난다. 자신이 주인공이 된 것 같은 기분에 빠져 들뜨는 것도 잠시, 눈앞에서 왕족 살인사건이 벌어지고 김서준은 범인으로 몰리게 된다. 그 결과 이세계의 감옥 ‘게헨나’에 갇힌 김서준. 그는 과연 이세계를 탈출할 수 있을까?",판타지
그 악룡은 무엇을 위해 사는가,호나란 / 마누비 / 레몬개구리,9.97,"제국을 멸망시키러 나타난 악룡 라베스의 제물로 바쳐진 일레인.
그런데 일레인을 아는 눈치인 라베스. 심지어 소원도 세 개나 들어주겠다는데……?
어쨌든 세상은 구하고 봐야 할 것 같아서 멸망시키지 말아 달라고 빌었더니 10년 전의 과거, 열여섯 살 시절로 회귀했다.

하지만 라베스에겐 다른 꿍꿍이가 있었으니, 
5백 년 전, 라베스는 아끼던 계약자 랜서스 아퀴날에게 봉인당했다.
봉인에서 풀려난 뒤 복수심에 불타 세상을 멸망시키려는데, 제물이랍시고 바쳐진 인간이 세상에, 랜서스의 환생자? 그것도 전생을 기억하지 못해……?
‘가장 고통스러운 방법으로 마력핵을 회수해서 복수할 테다.’라베스는 회심의 미소를 지으며 친절한 척한다.
그런데 이 녀석, 곁에서 지켜보니 아무래도 바보 같다.이대로 뒀다가는 라베스가 복수하기도 전에 인간 사회에서 도태될 모양새다.

‘어쩔 수 없지. 그때까지는 내가 보호해 줄 수밖에.’
분명 귀찮은 일인데 왠지 웃음이 나온다.",로맨스
쌍둥이 영애가 남장을 하는 이유,Amamiya Ley. / MONA,9.88,"폭군 황태자의 음모에 의해 처형된 리나리는 눈을 떠보니 3년 전의 세계로 돌아와 있었다.
두 번째 인생은 운명을 바꿔놓을 거야! 그녀가 선택한 방법은... 쌍둥이 동생 리암을 대신하여 남장을 하고 폴티스 학원에 입학하는 것! 
하지만 남장한 리나리는 황태자가 이끄는 4인조 '퍼시어스'의 눈에 띄는데...!? 
절대 들키면 안되는 이세계 학원 러브스토리!",판타지
2차전직 스킵용사,김장훈 / 박수봉,9.34,"영상은 2배속, 글은 3줄 요약이 아니면 보지 않는 스킵 전문가이자,
공략 부문 1위였던 원딜 전문 스트리머 도의지가 상한 맛 게임이라고 불리는 페러러스에 도전한다.
히든이라면 사족을 못쓰는 게이머들도 두 손 두 발 든 히든의 무덤에서
평소처럼 했을 뿐인데 히든 직업 ‘스킵전사'로 강제 전직하게 된 도의지.
근접 히든 직업을 얻은 도의지는 다시 1위 자리를 차지할 수 있을까?",판타지
